-0.455519 -0.384268 -0.177608
-0.317084 0.402261 0.098679
0.002570 -0.123423 0.357183
0.396063 0.137726 -0.056180
-0.193860 -0.258742 0.140551
0.466675 -0.403531 -0.426993
0.414025 0.361593 -0.222840
0.222129 -0.366618 -0.294423
-0.447635 -0.495984 -0.464209
0.313089 -0.271305 -0.189842
0.026051 0.263357 0.219253
-0.074757 -0.142720 -0.286826
-0.053413 -0.285784 -0.353051
-0.055423 0.148246 0.225248
-0.180542 0.432979 0.305664
0.473371 -0.416723 0.257821
0.319191 0.415439 -0.474860
0.300499 0.235871 -0.270171
0.461584 -0.448723 0.466060
-0.255993 -0.141680 0.229694
0.208835 -0.230850 -0.219294
0.010399 -0.193759 -0.160743
0.407853 -0.192242 -0.093402
0.483205 0.065677 -0.443091
-0.374020 0.354690 0.430257
0.198721 -0.260722 0.143478
-0.017610 0.115030 0.211096
0.105897 -0.366751 -0.201514
0.426963 0.042803 -0.395314
-0.099640 -0.059441 -0.143606
-0.213637 -0.451667 -0.005682
0.297198 0.107616 0.024689
0.353635 0.164660 0.354314
0.454608 0.397012 -0.359539
0.389617 0.445114 0.030125
-0.164603 -0.293800 -0.132100
0.425562 0.050397 0.065648
0.254350 0.098559 -0.469554
0.166474 -0.193898 -0.490868
-0.344017 0.253199 -0.292989
-0.109174 -0.118300 0.143263
-0.053788 0.202185 0.126453
0.144988 0.266320 -0.168166
0.475785 -0.434874 0.239913
-0.460523 0.196483 -0.494232
0.190456 0.187633 0.145799
0.085441 -0.344944 -0.455281
0.099979 0.416613 0.163320
0.304074 -0.161971 0.116522
-0.424040 0.414873 0.349831
-0.208936 0.325982 0.277537
-0.238906 0.028188 -0.002746
-0.380814 0.155985 0.287392
-0.023816 -0.149600 0.091842
0.485366 -0.193449 0.479357
-0.190493 0.403196 -0.122741
-0.073156 -0.418618 0.405525
0.129711 0.496558 0.485214
0.062704 -0.090720 0.392541
-0.486916 -0.481288 0.328574
-0.011544 0.340152 0.028780
0.340314 -0.241878 0.290440
0.067084 -0.341859 -0.383506
0.367008 0.287600 0.127213
-0.141460 0.364727 -0.083382
-0.225361 -0.028717 -0.212581
-0.215767 -0.339085 0.298577
0.012544 -0.295666 -0.424113
-0.494237 -0.409972 0.035702
-0.143038 -0.461656 0.285083
-0.031765 0.280280 0.391514
0.451018 0.134762 0.341659
0.076580 -0.029852 -0.351920
-0.352186 -0.343058 -0.432582
0.386762 -0.284474 0.414615
-0.204958 -0.280230 0.336112
0.275610 0.147102 -0.033116
0.367964 0.363295 0.143474
0.310849 0.117063 0.329845
-0.496262 0.347233 0.398762
-0.250699 0.250105 -0.138470
-0.237519 -0.270220 0.209014
0.166200 -0.439039 -0.006651
0.178026 0.431142 0.097394
0.082056 -0.207683 -0.214574
-0.306191 0.416072 0.470490
0.331008 -0.219229 0.367590
0.005908 0.294717 -0.369973
0.470477 0.260868 -0.040288
0.323603 0.307276 0.439986
-0.195600 -0.235375 0.159485
-0.488573 -0.171806 0.324082
0.483313 -0.034020 0.062983
0.079532 0.418055 -0.144168
0.005134 0.091701 0.003856
-0.010519 0.132871 0.279016
0.042032 0.099541 0.047922
0.349278 0.090081 0.303175
-0.266884 -0.290896 0.323168
0.340926 0.328044 -0.355990
0.321221 0.438607 0.217992
